game_a,text_a,level_id_a,game_b,text_b,level_id_b
super_mario_bros,staircase ground rising to right with question block and floating ground platforms,495,dungeon,path maze with walls and bats clustered right and lower left,2
dungeon,bats clustered along right wall with central winding path,48,lode_runner,ground border maze diggable ground corridors ladder right rope top gold scattered enemy center,191
dungeon,walls form scattered blocks with winding paths and bats spread around,90,super_mario_bros,pipes on right ground scattered question block and breakable block platforms,467
the_legend_of_zelda,square floor with scattered blocks and one stair near center,134,lode_runner,ground border top bottom ladders left center rope mid gold left enemy,557
the_legend_of_zelda,spiral waterfloor corridor on floor enclosed by wall,98,super_mario_bros,ground forms stepped platform left then long flat ground right,120
dungeon,central open path with scattered bat and wall clusters,284,the_legend_of_zelda,two water pools left and right on open floor with south door,187
super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390,the_legend_of_zelda,open floor with four central blocks and bottom door in surrounding wall,56
lode_runner,ground border diggable ground blocks gold scattered mid enemy center ladder left rope top,71,the_legend_of_zelda,large square floor room enclosed by wall with two monsters centered vertically,296
super_mario_bros,ground spans bottom with two brick platforms holding coins left and right,412,dungeon,scattered wall blocks with bats around edges and central paths,281
lode_runner,ground bottom ladders right ropes mid gold scattered left enemy top left,490,super_mario_bros,flat ground with scattered breakable block platforms and a top row of coins and one question,88
the_legend_of_zelda,large square floor with diagonal block pattern and surrounding wall,183,dungeon,wall grid with scattered rectangular path gaps,403
the_legend_of_zelda,spiral waterfloor channel inside square floor with outer wall and two door,219,dungeon,l shaped wall enclosure with bats scattered in open path,39
lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,super_mario_bros,scattered ground platforms with coins above and no enemies,100
the_legend_of_zelda,square floor ring with four inner wall blocks and four corner monsters,458,dungeon,spiral wall path with bats around edges and one central bat,189
the_legend_of_zelda,large floor room with four block pillars and two door openings,277,super_mario_bros,flat ground with three pipes and scattered goombas and a question block overhead,275
lode_runner,ground platforms across middle and bottom gold scattered left and top ladder top center rope right enemy,398,super_mario_bros,scattered floating breakable block platforms above ground,410
the_legend_of_zelda,floor with central diamond block cluster inside wall border,546,super_mario_bros,ground with long breakable block platform top center and small breakable block ledge right,502
lode_runner,ground bottom left ladder far left gold scattered mid and top enemy center,512,super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528
super_mario_bros,two ground platforms separated by wide gap,243,dungeon,central path with scattered wall blocks and bats along top edge,527
dungeon,path with bat cluster in upper right near wall,347,the_legend_of_zelda,square floor room with wall border and central block diamond pattern,113
super_mario_bros,ground spans bottom with two brick platforms holding coins left and right,412,the_legend_of_zelda,square floor ring with central water corridor spiral,110
super_mario_bros,flat ground with right question block row and goomba,222,lode_runner,ground maze left diggable ground right ladder center rope right gold left enemy top right,92
super_mario_bros,flat ground with left stepped hill and midair question block on breakable block row,368,the_legend_of_zelda,floor grid with two symmetric block diamond clusters near center,470
super_mario_bros,ground with single pipe at far left and mid raised breakable block platform,323,the_legend_of_zelda,large open floor room enclosed by wall with two door openings,196
the_legend_of_zelda,square floor room with wall border and central block diamond pattern,113,dungeon,walls form scattered blocks with winding paths and bats spread around,90
super_mario_bros,scattered ground platforms with goomba and coins,460,dungeon,central vertical wall with cross paths and bats around edges,178
lode_runner,ground bottom right mound gold scattered ladder left rope top enemy left,63,super_mario_bros,scattered floating breakable block platforms with coins and ground at bottom,112
lode_runner,ground bottom left slope diggable ground above ladder center rope top gold scattered enemy none,421,dungeon,walls form maze paths with bats scattered mostly along paths,212
the_legend_of_zelda,large central water pool surrounded by floor and outer wall,550,super_mario_bros,scattered floating ground platforms with coins and no enemies,370
lode_runner,ground left and right platforms ladders left center rope top gold center enemy top,416,the_legend_of_zelda,large square floor room with central block cluster,121
super_mario_bros,two ground pyramids separated by gap,77,lode_runner,ground border diggable ground central ladder rope top gold scattered enemy upper left,26
the_legend_of_zelda,floor grid with diagonal block lines across open room,349,super_mario_bros,ground forms tall left wall then long flat platform with small right step,482
dungeon,scattered wall blocks with bats between on open path,364,super_mario_bros,two ground pyramids separated by gap,77
lode_runner,ground border diggable ground right block ladders left columns ropes mid gold top left enemy,408,super_mario_bros,flat ground left tall pipe right two goomba on ground and pipe,203
super_mario_bros,two pipes on ground with goombas and small breakable block platforms above,268,dungeon,scattered wall blocks with bats along narrow paths,414
super_mario_bros,ground clusters at bottom left center right with midair ground platform right,51,lode_runner,ground border diggable ground central blocks ladders vertical shafts gold scattered enemy lower left,300
the_legend_of_zelda,square floor room with four monsters near corners and side doors,50,dungeon,cross shaped wall with bats around and open path edges,227
dungeon,path zigzag between wall blocks with bats on right edge,471,lode_runner,ground border diggable ground center ladder left rope mid gold right enemy top,535
the_legend_of_zelda,square floor room with border wall and scattered blocks,448,lode_runner,ground platforms across middle and bottom ladder center rope top left gold scattered enemy pink person center,75
the_legend_of_zelda,large central floor room surrounded by wall border,31,super_mario_bros,staircase ground platforms with scattered coins and goombas and one question block,166
super_mario_bros,staircase ground slope rising left with coins upper right,519,the_legend_of_zelda,open floor with scattered blocks and central stair door at bottom,508
dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,large open floor room enclosed by wall with one door on right and one door bottom,391
super_mario_bros,flat ground with two cannons and one goomba,5,the_legend_of_zelda,large central floor room surrounded by wall ring with right door opening,140
the_legend_of_zelda,square wall border with large central floor area and left door,489,dungeon,bats scattered around central wall with narrow path openings,454
dungeon,central path with two bat pairs between walls,65,the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169
the_legend_of_zelda,water forms large c shape around central floor blocks,42,dungeon,wall band across middle with bats clustered top and along wall path,234
the_legend_of_zelda,open floor with scattered blocks and central stair door at bottom,508,super_mario_bros,flat ground with three pipes each holding goomba and a right floating breakable block platform,321
dungeon,bats clustered along left wall with winding path to right,322,the_legend_of_zelda,central floor room with two wall pillars and four monsters near middle,153
the_legend_of_zelda,open floor room with two monsters near center,159,dungeon,two wall blocks with central path corridor and scattered bat pockets,439
dungeon,bats clustered along left wall with winding path to right,322,the_legend_of_zelda,open floor room with two monsters near center,159
lode_runner,ground platforms left and right ladder center rope top gold scattered enemy top center,299,super_mario_bros,flat ground with two cannons and one goomba,5
super_mario_bros,staggered brick platforms with question blocks left and tall brick wall right,173,lode_runner,ground clusters left and right diggable ground center ladder rope gold scattered enemy pink person upper,44
dungeon,scattered wall blocks with bats spread across open paths,479,the_legend_of_zelda,large open floor room enclosed by wall with two door openings,196
dungeon,bats along a diagonal path between walls,229,the_legend_of_zelda,large central floor room surrounded by wall with door openings top bottom right,93
the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169,super_mario_bros,staircase ground rising to right with question block and floating ground platforms,495
dungeon,central path network with scattered bats and surrounding walls,409,the_legend_of_zelda,rectangular wall border with inner water pool surrounded by floor corridor and side doors,80
the_legend_of_zelda,square floor room with central blocks and side doors,168,lode_runner,ground border diggable ground left block gold top left enemy bottom left ladders center right,498
lode_runner,ground bottom left ladder center gold scattered upper right enemypink person,436,the_legend_of_zelda,waterfloor maze corridors around central blocks with doors north south,419
super_mario_bros,flat ground with pipe right and question blocks above center,165,the_legend_of_zelda,square floor room with four monsters near corners and side doors,50
super_mario_bros,three separated ground platforms with a large ground block on right,99,dungeon,scattered wall blocks with open paths and bats around edges,449
super_mario_bros,flat ground with scattered question block and one goomba,6,the_legend_of_zelda,square wall ring with large central floor area,155
lode_runner,ground bottom left ladder far left gold scattered mid and top enemy center,512,dungeon,winding path through scattered wall blocks with bats in open areas,475
lode_runner,ground border maze diggable ground scattered gold mid left enemy left ladder center rope right,293,the_legend_of_zelda,square floor room with four monsters near corners and side doors,418
lode_runner,ground border diggable ground scattered center ladder vertical rope left gold top right enemy bottom left,529,the_legend_of_zelda,square floor room with central block cluster and surrounding wall,456
lode_runner,ground border maze diggable ground scattered gold mid left enemy left ladder center rope right,293,dungeon,scattered wall clusters with bats spread across open path,270
the_legend_of_zelda,square floor with central block diamond and two doors top bottom,465,dungeon,central path network with scattered bats and surrounding walls,409
dungeon,walls form maze with central open area and winding paths for bats,515,lode_runner,ground border diggable ground central rope right ladder left gold upper enemy lower,164
super_mario_bros,ground with left pipe and right stepped breakable block hill,541,dungeon,walls form central block with bats scattered and paths around edges,483
super_mario_bros,ground platform with tall vertical wall left and two floating breakable block clusters right,497,dungeon,central winding path with scattered bats and surrounding wall blocks,555
lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314,dungeon,central winding path through walls with bats scattered around,369
lode_runner,ground platforms left and right ladder center rope top gold scattered enemy top center,299,the_legend_of_zelda,square floor room with four monsters near corners and doors top bottom,511
dungeon,walls form maze of paths with bats scattered throughout,139,the_legend_of_zelda,large square floor room with four monsters near corners,438
dungeon,central path network with scattered bats and surrounding walls,409,the_legend_of_zelda,central stair surrounded by scattered blocks on open floor within walls,177
lode_runner,ground border diggable ground central rope right ladder left gold upper enemy lower,164,super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422
the_legend_of_zelda,spiral waterfloor channel inside square floor with outer wall and two door,219,lode_runner,ground border diggable ground center ladder left right rope top gold scattered enemy center,316
dungeon,central cross path with scattered wall blocks and bats clustered lower center,450,the_legend_of_zelda,diagonal wall stripes across floor with border wall,94
the_legend_of_zelda,large floor room with central water strip and right wall door,346,dungeon,bats clustered along bottom center path amid scattered walls,34
dungeon,walls form scattered rooms with central path and bats spread throughout,256,super_mario_bros,pipes of varying heights on continuous ground with goombas on pipes,205
dungeon,path forms t shape walls with bat clusters in corners,318,the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518
super_mario_bros,ground staircase left goomba on steps tall ground wall right,78,the_legend_of_zelda,large central floor room surrounded by wall ring with two side doors and bottom door,377
lode_runner,ground bottom strip ladders left center right gold left enemy left rope none,114,dungeon,walls form scattered blocks with bats along paths around center,102
the_legend_of_zelda,large open floor with central wall pillar and right door,431,lode_runner,ground border left top diggable ground right ladder center gold right enemy top right,218
dungeon,two bat clusters in lower left and lower right separated by walls and paths,553,the_legend_of_zelda,floor square room with central stair and two side doors,208
super_mario_bros,ground staircase left goomba on steps tall ground wall right,78,the_legend_of_zelda,large square floor room enclosed by wall with central block cluster,507
super_mario_bros,flat ground then rising staircase of breakable block on right with coins above,399,the_legend_of_zelda,large open floor room enclosed by wall with single door bottom,58
the_legend_of_zelda,large square floor with central blocks and wall border openings,341,dungeon,walls form scattered blocks with winding paths and bats dispersed,376
dungeon,walls form central block with surrounding paths and scattered bats,174,lode_runner,ground border diggable ground center gold cluster lower left ladder left rope right enemy mid right,517
the_legend_of_zelda,large open floor room enclosed by wall with two door openings,196,dungeon,walls form maze with central path and bats clustered left right and bottom,29
the_legend_of_zelda,square floor room with four water blocks near center and right wall door,374,super_mario_bros,scattered floating breakable block platforms with coins and ground at bottom,112
dungeon,walls form central open area with bats around edges and bottom path,122,super_mario_bros,flat ground with two goomba between two pipe,433
super_mario_bros,flat ground with single question block above and breakable block right,446,the_legend_of_zelda,square floor with central diamond block pattern and one monster near top,379
dungeon,walls form central open area with bats around edges and bottom path,122,the_legend_of_zelda,waterfloor spiral around central blocks within outer wall ring,105
dungeon,walls form maze paths with bats scattered in open rooms,332,lode_runner,ground bottom left ladders right rope top gold center enemypink,442
dungeon,walls form maze paths with bats clustered along bottom and center,295,the_legend_of_zelda,diagonal wall stripes across floor with border wall,94
the_legend_of_zelda,central horizontal water strip across floor with door at bottom center,36,super_mario_bros,flat ground with scattered breakable block platforms and one question block,182
super_mario_bros,flat ground platform with three goomba and small raised breakable block ledge,43,dungeon,central path with bats scattered and surrounding wall,474
dungeon,walls form scattered blocks with winding paths between them,57,the_legend_of_zelda,large floor room with central diagonal wall corridor,101
the_legend_of_zelda,open floor with central block cluster and bottom door,190,dungeon,path forms t shape walls with bat clusters in corners,318
lode_runner,ground maze with ladders ropes gold scattered enemy top center,451,dungeon,scattered wall blocks with open paths and bats around edges,449
the_legend_of_zelda,spiral waterfloor channel inside square floor with outer wall and two door,219,dungeon,walls form scattered blocks with winding paths and bats dispersed,170
dungeon,bats clustered left with scattered walls and winding paths,70,the_legend_of_zelda,square wall border with large central floor area and left door,489
dungeon,scattered wall blocks with open paths and bats around edges,55,the_legend_of_zelda,floor grid with central block cluster and surrounding wall border,28
the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241,lode_runner,ground platforms across top mid and bottom ladders right and center rope top,388
super_mario_bros,ground platform with tall vertical wall left and two floating breakable block clusters right,497,dungeon,walls form winding paths with bats scattered in open areas,162
dungeon,walls form winding path with bats scattered throughout,279,the_legend_of_zelda,large open floor room enclosed by wall with door at bottom center,246
lode_runner,ground bottom right ladders right rope mid gold upper right enemy left,343,dungeon,wall maze with central path and bat clusters left and right,4
the_legend_of_zelda,central floor with scattered monsters and one block cluster on right,327,lode_runner,ground platforms top and mid right gold scattered enemy pink person mid left ladder left rope center,115
lode_runner,ground bottom band ladders left right ropes top gold mid right enemy top center,104,the_legend_of_zelda,waterfloor maze corridors around central blocks with doors north south,419
lode_runner,ground maze with ladders ropes gold scattered enemy top center,451,super_mario_bros,ground floor with central breakable block platform and coins above,228
the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265,dungeon,maze like wall corridors with bats along central path,357
super_mario_bros,flat ground with two goomba and scattered breakable block platforms and one question block,209,the_legend_of_zelda,large square floor room with central block cluster,121
the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,549,dungeon,bats clustered left with scattered walls and winding paths,70
the_legend_of_zelda,spiral waterfloor corridor inside walls,287,dungeon,walls form maze paths with bats clustered bottom right,534
super_mario_bros,ground with pipe on right and stepped breakable block pillars on left,9,the_legend_of_zelda,large open floor room enclosed by wall with one door on left and one door bottom,552
dungeon,walls form scattered blocks with bats along paths around center,102,lode_runner,ground left platforms rope top left ladder top center diggable ground top right gold mid left,244
the_legend_of_zelda,central water strip across floor with top and bottom door openings,386,lode_runner,ground platforms top and mid ladders left and center rope top gold left,425
lode_runner,ground border top right diggable ground left pit ladders center right gold scattered enemy top,496,super_mario_bros,scattered floating breakable block platforms with coins and ground at bottom,112
lode_runner,ground platforms left and right diggable ground center pit ladders left and center rope top,60,dungeon,walls form maze with winding paths and scattered bats,223
the_legend_of_zelda,blocks form zigzag diagonal paths across floor inside walls,136,super_mario_bros,ground floor with central breakable block platform and coins above,228
lode_runner,ground border diggable ground center gold scattered ladders left right rope top enemy right,54,the_legend_of_zelda,floor grid with central block cluster and surrounding wall border,28
the_legend_of_zelda,central stair surrounded by scattered blocks on open floor within walls,177,super_mario_bros,ground along bottom with breakable block ceiling and scattered question block and goomba,269
lode_runner,ground bottom band diggable ground mid blocks ladders left and right ropes none gold scattered,516,the_legend_of_zelda,floor grid with central block cluster and surrounding wall border,28
super_mario_bros,staircase ground rising left to center with floating breakable block platforms,539,the_legend_of_zelda,large open floor with wall border and blocks clustered on right,46
dungeon,bats scattered along winding paths between walls,345,super_mario_bros,staircase ground platforms with scattered coins and goombas and one question block,166
lode_runner,ground top band ladders left right rope mid gold scattered center left enemy upper left,62,dungeon,central vertical path with bats and surrounding walls,292
dungeon,scattered wall blocks with bats spread across open paths,479,the_legend_of_zelda,waterfloor zigzag river through central floor with surrounding wall,427
dungeon,maze of walls with many small paths and scattered bats,402,the_legend_of_zelda,spiral waterfloor corridor on floor enclosed by wall,98
the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,549,super_mario_bros,flat ground with gap right and two question block above,420
super_mario_bros,scattered floating breakable block platforms with coins and ground at bottom,112,lode_runner,ground border top right diggable ground left pit ladders center right gold scattered enemy top,496
super_mario_bros,ground staircase with pipe left and floating question block platforms,462,dungeon,walls form central blocky maze with bats clustered left along paths,499
lode_runner,ground border maze diggable ground scattered gold mid left enemy left ladder center rope right,293,super_mario_bros,ground with two goomba left pipe center cannon right,8
super_mario_bros,ground valley with left pipe and right stepped ground wall,289,the_legend_of_zelda,square floor with central block diamond pattern,143
the_legend_of_zelda,open floor with diagonal block line and scattered blocks,426,dungeon,spiral wall path with bats clustered on right side,156
dungeon,scattered wall blocks with open paths and bats around edges,55,the_legend_of_zelda,square wall ring with central floor area and two door openings,179
dungeon,central vertical path between wall blocks with bat clusters right and left,30,super_mario_bros,ground with left pipe and right stepped breakable block hill,541
lode_runner,ground bottom left ladders right rope top gold center enemypink,442,the_legend_of_zelda,large square floor area enclosed by wall with four door openings,505
dungeon,walls form scattered blocks with bats along paths around center,102,the_legend_of_zelda,central vertical floor corridor with monsters inside surrounding wall ring,172
super_mario_bros,ground clusters bottom left center right with small mid platform,261,lode_runner,ground bottom band diggable ground left mass ladder left rope mid gold scattered enemy center,111
dungeon,walls form central block with paths around and bats clustered top and right,20,super_mario_bros,flat ground with central pipe and scattered breakable block platforms and goomba,118
the_legend_of_zelda,central water strip across floor with top and bottom door openings,386,lode_runner,ground border diggable ground blocks center ladder left rope top gold scattered enemy right,444
super_mario_bros,flat ground with three pipes and scattered goombas and a question block overhead,275,the_legend_of_zelda,large open floor room enclosed by wall with two door openings top and bottom,367
dungeon,walls form central path with bat clusters left and bottom right,434,lode_runner,ground border top bottom ladders left center rope mid gold left enemy,557
dungeon,walls form maze with central path and bats clustered left right and bottom,29,the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265
the_legend_of_zelda,square floor with scattered blocks and one stair near center,134,super_mario_bros,staircase ground rising to the right,514
dungeon,zigzag wall corridors with scattered bat along path,415,super_mario_bros,ground floor with central breakable block platform and coins above,228
lode_runner,ground platforms top and mid ladders left and center rope top gold left,425,dungeon,central horizontal path with scattered bats and wall blocks,87
super_mario_bros,ground across bottom with goomba left and question block row above,393,the_legend_of_zelda,large square floor ring around central block void with outer wall openings,86
super_mario_bros,ground forms tall left wall then long flat platform with small right step,482,lode_runner,ground bottom band ladder center gold left enemypink person upper center diggable ground,320
dungeon,bats clustered along right wall with central winding path,48,lode_runner,ground border platforms ladders left and center rope center gold scattered enemy pink center and lower,213
lode_runner,ground border maze diggable ground corridors ladder right rope top gold scattered enemy center,191,the_legend_of_zelda,open floor room with border wall and two central blocks,477
lode_runner,ground border diggable ground top right rope mid ladder center gold scattered enemy right,380,the_legend_of_zelda,large open floor room enclosed by wall with single door bottom,58
the_legend_of_zelda,square wall border with central floor area,484,lode_runner,ground border diggable ground center ladder left rope top gold scattered enemy pink person mid,64
the_legend_of_zelda,floor grid with central block cluster and surrounding wall border,455,dungeon,walls form scattered blocks with bats on them and winding paths between,355
lode_runner,ground border maze diggable ground corridors ladder right rope top gold scattered enemy center,191,dungeon,maze of walls with many small paths and scattered bats,402
the_legend_of_zelda,large floor room with four block pillars and two door openings,277,dungeon,path maze between wall blocks with many bats scattered,124
dungeon,maze like wall corridors with bats along central path,357,the_legend_of_zelda,square wall border with large central floor area and left door,489
super_mario_bros,ground with pipe on right and stepped breakable block pillars on left,9,the_legend_of_zelda,central water strip across floor with top and bottom door openings,386
the_legend_of_zelda,large floor room with central wall pillar and right door,307,lode_runner,ground border diggable ground central rope right ladder left gold upper enemy lower,164
dungeon,central path with two bat pairs between walls,65,the_legend_of_zelda,square floor room enclosed by wall with two door openings top and bottom,459
dungeon,cross shaped wall with bats scattered around paths,129,the_legend_of_zelda,square floor room with wall border and central block diamond pattern,113
the_legend_of_zelda,square wall ring enclosing empty floor area,494,super_mario_bros,flat ground with gap right and two question block above,420
lode_runner,ground bottom band ladders center left right gold top center enemy left mid diggable ground,330,the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169
super_mario_bros,ground forms tall left wall and long bottom platform with small right step single breakable,14,dungeon,walls form central winding path with bats scattered throughout,233
the_legend_of_zelda,large open floor with right side blocks and one door,126,super_mario_bros,flat ground with three pipes holding goombas and one goomba on ground with question,274
dungeon,walls form three large blocks with narrow paths between them,142,lode_runner,ground border diggable ground right column gold top center enemy mid right ladder left rope top,7
lode_runner,ground bottom left ladder center gold scattered upper right enemypink person,436,super_mario_bros,ground valley with left pipe and right stepped ground wall,289
super_mario_bros,ground forms two plateaus with central hill and a coin above,350,dungeon,walls form winding paths with bats scattered throughout,478
the_legend_of_zelda,diagonal wall from bottom left to top right across floor with door bottom center,432,dungeon,bats clustered along bottom center path amid scattered walls,34
the_legend_of_zelda,square floor ring with central water corridor spiral,110,dungeon,central path with walls and bats clustered upper left and upper right,282
dungeon,scattered wall blocks with bats across open paths,531,the_legend_of_zelda,square floor with central block diamond pattern,143
the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518,super_mario_bros,flat ground then rising staircase of breakable block on right with coins above,399
super_mario_bros,flat ground with three goomba spaced and tall right wall,324,the_legend_of_zelda,large floor room with central wall pillar and right door,307
dungeon,walls form grid of blocks with scattered paths and bats,252,lode_runner,ground bottom band ladders center left right gold top center enemy left mid diggable ground,330
the_legend_of_zelda,square floor arena with central block cluster and surrounding wall,83,dungeon,walls form central open area with bats around edges and bottom path,122
super_mario_bros,staircase ground slope rising left with coins upper right,519,dungeon,walls form scattered blocks with winding paths and bats spread around,90
dungeon,walls form stepped zigzag path with bats scattered around,358,the_legend_of_zelda,square wall border with central floor area,484
the_legend_of_zelda,large central water pool surrounded by floor and outer wall,550,super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528
dungeon,central cross path with scattered wall blocks and bats clustered lower center,450,the_legend_of_zelda,large water pool centered surrounded by floor and wall with door openings,237
dungeon,walls form winding paths with bats scattered in open areas,162,the_legend_of_zelda,square wall ring around large central floor with two side doors,149
dungeon,scattered wall blocks with bats near bottom and open paths,239,super_mario_bros,flat ground with scattered question block rows and one pipe right,38
dungeon,scattered wall blocks with bats spread across open paths,479,super_mario_bros,flat ground with scattered breakable block clusters and three goomba and a pipe right,336
lode_runner,ground border maze diggable ground corridors ladder right rope top gold scattered enemy center,191,the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241
the_legend_of_zelda,wall border enclosing large central floor area,286,super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528
super_mario_bros,ground platform with left ledge and central vertical wall goomba pair,33,dungeon,walls form central block with scattered bats and open paths,305
dungeon,walls form central loop path with bats around it,311,super_mario_bros,flat ground with two goomba and scattered breakable block platforms and one question block,209
dungeon,walls form central block with paths around and bats clustered top and right,20,lode_runner,ground bottom band ladder right edge gold scattered mid enemypink person left mid,271
the_legend_of_zelda,large open floor room enclosed by wall with door at bottom center,551,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19
the_legend_of_zelda,open floor room with central stair and surrounding wall,226,super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390
lode_runner,ground bottom left ladder right rope top gold mid enemypink person,3,dungeon,walls form central spiral path with bats scattered throughout,16
the_legend_of_zelda,central stair with scattered blocks on floor inside surrounding wall,238,dungeon,central path with scattered wall blocks and bats,188
the_legend_of_zelda,square wall border with central floor area,484,super_mario_bros,pipes on right ground scattered question block and breakable block platforms,467
the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518,super_mario_bros,ground left slope with three goomba and scattered question block breakable block platforms,276
the_legend_of_zelda,open floor room with two monsters centered and door at bottom,207,dungeon,walls form winding path with bats scattered throughout,279
lode_runner,ground bottom band ladder right edge gold scattered mid enemypink person left mid,271,super_mario_bros,flat ground with scattered breakable block and question block,12
lode_runner,ground bottom left slope diggable ground above ladder center rope top gold scattered enemy none,421,super_mario_bros,flat ground with scattered breakable block clusters and three goomba and a pipe right,336
the_legend_of_zelda,square floor room with central water column,215,dungeon,central cross path with scattered bats and surrounding walls,37
dungeon,path with bat cluster in upper right near wall,347,super_mario_bros,scattered coin pairs above small breakable block platforms on ground,375
lode_runner,ground border diggable ground right column gold top center enemy mid right ladder left rope top,7,super_mario_bros,scattered ground platforms with goomba and coins,460
the_legend_of_zelda,open floor room with two monsters centered and one door bottom,513,super_mario_bros,flat ground with scattered goomba clusters,45
the_legend_of_zelda,square floor room with four monsters near corners and side doors,418,super_mario_bros,flat ground with scattered breakable block clusters and three goomba and a pipe right,336
the_legend_of_zelda,large square floor room enclosed by wall with two side doors,469,dungeon,path zigzag corridors with two bat near center and walls around,214
the_legend_of_zelda,central water surrounded by floor ring and outer wall with two doors,395,dungeon,bat cluster left of central path between walls,283
lode_runner,ground bottom band ladder right edge gold scattered mid enemypink person left mid,271,the_legend_of_zelda,square floor room with four monsters near corners and surrounding wall,133
super_mario_bros,flat ground with scattered breakable block and question block,12,the_legend_of_zelda,central water surrounded by floor ring and outer wall with two doors,395
lode_runner,ground border diggable ground center gold scattered ladders left right rope top enemy right,54,the_legend_of_zelda,square wall border with central floor area,484
super_mario_bros,two ground pyramids separated by gap,77,the_legend_of_zelda,square wall border with large central floor room and two door openings,521
dungeon,central cross path with scattered bats and surrounding walls,37,the_legend_of_zelda,spiral wall corridor around waterfloor channel with door openings,485
lode_runner,ground top band ladders left right rope mid gold scattered center left enemy upper left,62,dungeon,path maze with walls and bats clustered right and lower left,2
the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,216,super_mario_bros,flat ground then rising staircase of breakable block on right with coins above,399
the_legend_of_zelda,large square floor room with four monsters near corners,438,lode_runner,ground border top bottom ladders left center rope mid gold left enemy,557
the_legend_of_zelda,large floor room with central wall pillar and right door,307,dungeon,walls form central maze with bats scattered along paths,15
super_mario_bros,ground platforms split left and right with question block pair upper left,84,dungeon,path loop around central wall with bats clustered left and bottom,554
the_legend_of_zelda,blocks form zigzag diagonal paths across floor inside walls,136,dungeon,spiral path around central wall with bats scattered,272
dungeon,central cross path with scattered bats and surrounding walls,37,super_mario_bros,flat ground with scattered breakable block and question block,12
dungeon,bats scattered around central wall with narrow path openings,454,the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169
the_legend_of_zelda,floor grid with diagonal wall bands forming repeating x pattern,356,dungeon,winding central path with scattered bats and surrounding wall,522
the_legend_of_zelda,large square floor room with four monsters near corners,438,lode_runner,ground blocks center right platform ladders left and center rope top gold top left enemy none,473
super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422,dungeon,scattered wall blocks with bats on open paths,254
the_legend_of_zelda,large open floor with wall border and right side block cluster near door,525,dungeon,scattered wall blocks with open paths and bats around edges,449
the_legend_of_zelda,floor ring around central block cluster with outer wall and door openings,424,super_mario_bros,flat ground then rising staircase of breakable block on right with coins above,399
lode_runner,ground bottom band diggable ground central blocks gold scattered mid enemy pink left mid rope top,338,dungeon,bats clustered top left and bottom left along walls with central paths,406
dungeon,path zigzag between wall blocks with bats on right edge,471,lode_runner,ground border diggable ground center platforms ladders top center left rope left gold scattered enemy,147
dungeon,walls form scattered blocks with winding paths and bats spread around,90,the_legend_of_zelda,large central floor square surrounded by wall ring and inner block border,25
the_legend_of_zelda,square floor bordered by wall with central block cluster,154,dungeon,walls form central vertical path with bats scattered in open rooms,538
the_legend_of_zelda,square floor ring with inner wall and central water column,445,dungeon,walls form central spiral path with bats scattered throughout,16
lode_runner,ground border bottom diggable ground platforms scattered ladders vertical center left right gold on platforms,466,the_legend_of_zelda,waterfloor spiral around central blocks within outer wall ring,105
the_legend_of_zelda,large open floor room surrounded by wall with door on right,95,super_mario_bros,ground platform center with upper left breakable block row and upper right coin row,486
the_legend_of_zelda,large central floor room surrounded by wall ring with two side doors and bottom door,377,lode_runner,ground border maze diggable ground pockets ladders left center ropes sparse gold clusters left bottom,186
super_mario_bros,scattered breakable block platforms with midair question block cluster,273,dungeon,winding path between wall blocks with bats scattered throughout,441
super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422,the_legend_of_zelda,ring wall corridor with monsters clustered center,417
dungeon,walls form central block with bats scattered and paths around edges,483,lode_runner,ground left platforms rope top left ladder top center diggable ground top right gold mid left,244
dungeon,scattered wall blocks with bats along winding paths,304,super_mario_bros,flat ground with two goomba and scattered breakable block platforms and one question block,209
dungeon,central winding path with scattered bats and surrounding wall blocks,555,lode_runner,ground bottom left ladders right rope top gold center enemypink,442
